CENTRO,CIF,GRUPO,U.V.I.,URGENC.,DIRECCIÓN,CPOSTAL,POBLACIÓN,PROVINCIA,COMUNIDAD AUTÓNOMA,TELEFONO,lat,lon
clínica PARQUE FUERTEVENTURA,B83808964,A,S,S,"León y Castillo,48- esquina Secundino Alonso",35600,LAS PALMAS,LAS PALMAS,CANARIAS,928851500,28.5004,-13.862699999999998
"clínica PERPETUO SOCORRO DE LERIDA GRUPO HLA, S.L.",B25813262,A,S,S,"C/ Bisbe Meseguer, 3  
",25003,Lleida,Lleida,CATALUÑA,915957619,41.6135,0.6147
clínica PESOAS S.L,B30384085,C2,N,N,"Miguel de Unamuno, 8 bajo",30740,SAN PEDRO PINATAR,MURCIA,REGIÓN DE MURCIA,968181561,37.80092105263158,-0.8748631578947368
CLÍNICA PHISIES,B91742619,C2,N,N,"Jáuregui, 9",41003,SEVILLA,SEVILLA,ANDALUCÍA,954211388,37.3949,-5.9876
"CLÍNICA PHYSIS (Clínica Physis, S.L.U.)",B46659389,C2,,,"C/ Emigrante valenciano, bajo",46013,VALENCIA,VALENCIA,C. VALENCIANA,963709992,39.4698,-0.3774
CLÍNICA PIQUERAS SL,B80464969,C2,NO,NO,CRISTÓBAL BORDIÚ 49,28003,MADRID,MADRID,COMUNIDAD DE MADRID,915547272,40.4423,-3.7046
clínica PLUSSANA,B76674217,C2,N,N,"Avenida de los Menceyes, 204",38320,SAN CRISTOBAL DE LA LAGUNA,STA. CRUZ DE TENERIFE,CANARIAS,922891275 639702537,28.47993333333333,-16.309466666666665
clínica PODOCENT PRADA,B90164039,C2,,,C/ CAMINO CANTOSALES 4,41520,EL VISO DEL ALCOR,SEVILLA,ANDALUCÍA,955292033,37.3911,-5.7199
CLINICA PODOCENT PRADA (Rehabilitacion Clinicas Prada S.L),B90486960,C2,,,"Avenida Los Pirralos 30, Local 19",41701,DOS HERMANAS,SEVILLA,ANDALUCIA,657 94 69 47,37.2832,-5.9264
"CLÍNICA PREMIUM COSTA DEL SOL, S.L.",B92790666,C2,,,"C/ San Juan Bosco 6,8",29602,Marbella ,Malaga ,ANDALUCÍA ,952865856,36.516,-4.9107
clínica PUERTO LUMBRERAS,B73375933,C2,,,AVENIDA PEDRO GARCÍA RUBIO 55,30890,MURCIA ,MURCIA,REGIÓN DE MURCIA,968401010,37.56314,-1.8094
CLÍNICA QUIRÓNSALUD ALCÁZAR,B87324844,C2,N,," Dr. J. González Merlo, s/n",13600,ALCÁZAR DE SAN JUAN,CIUDAD REAL,CASTILLA LA MANCHA,926567200,39.3901,-3.2083
clínica QUIRURGICA ONYAR SL ,B55154397,B,S,N,"Heroïnes Sta. Bárbara, 6",17004,GIRONA,GIRONA,CATALUÑA,972204900,41.9823,2.8265
CLINICA RECOVER,B11974656,C2,,,c/ Asta Ed. Santa Ana Local 2,11403,Jerez de la frontera,CADIZ,ANDALUCIA,633 973 817,36.6865,-6.1361
clínica RESOL,B30557094,C2,N,N,"Calle Almenara, 12",30004,Murcia,MURCIA,REGIÓN DE MURCIA,968299849,37.987,-1.13
clínica ROVER S.L,B30629448,C2,N,N,Avda. Constitución 197,30870,MAZARRÓN,MURCIA,REGIÓN DE MURCIA,968592391,37.5992,-1.3149
clínica ROZALEN ( CARABANCHEL),B81355000,C2,N,N,CALLE CARLOS DOMINGO Nº 21,28047,MADRID,MADRID,C. MADRID,914658464,40.3948,-3.7463
clínica ROZALEN ( VENTAS),B81355000,C2,N,N,CALLE FRANCISCO NAVACERRADA Nº 10,28028,MADRID,MADRID,C. MADRID,913613141,40.4312,-3.667
clínica ROZALEN SL (O'donnell),B81355000,C2,N,N,CALLE O'DONELL 49,28009,MADRID,MADRID,C. MADRID,915044411,40.4207,-3.6747
clínica RUSADIR SL,B52004009,C2,N,N,"Teniente Moran, 41 ",52006,MELILLA,MELILLA,MELILLA, 952 694929 / 678403339/610079487 ,35.2862,-2.949
clínica SAGRADA FAMILIA,A59786525,A,S,S,"TORRAS I PUJALT, 1",08022,BARCELONA,BARCELONA,CATALUÑA,935661288,41.407,2.1346
clínica SALUD MALAGA,B01912138,C2,NO,NO,C/ ALMERIA 34,29017,EL PALO,MALAGA,ANDALUCIA,956307462,36.7202,-4.4203
CLÍNICA SALUS INFIRMORUM,R1700083G,B,N,S,"Passeig Mossen Lluis Constans, 130",17820,BANYOLES ,GIRONA ,CATALUÑA,972570208,42.1167,2.7671
Policlínicas San Blas – Mérida,B72852809,C2,NO,NO,"TRAVESIA PRINCESA SOFIA, S/N",06800,MERIDA,BADAJOZ,EXTREMADURA,924040989,38.9161,-6.3437
clínica SAN DAMIAN,B73233538,C2,N,N,"Avda. de la Constitución, 3 ",30550,MURCIA,MURCIA,REGIÓN DE MURCIA,968450720,38.2055,-1.3991
clínica SAN JOSÉ S.L.,B46161758,C2,N,N,Av. Pais Valencia nº81-86,46139,PUEBLA DE FARNALS,VALENCIA,C. VALENCIANA,961441052,39.5396,-0.3458
clínica SAN JUAN ,A78344024,C2,N,N,"Pta. del Parque, 2 bis",28500,ARGANDA DEL REY,MADRID,C. MADRID,918702473,40.5161,-3.5231999999999997
clínica SAN JUAN DE ECIJA,B91004176,C2,N,S,"CALZADA ,33",41400,ECIJA,SEVILLA,ANDALUCÍA,955902841,37.5422,-5.0826
CLINICA SAN PEDRO,B51004257,C2,,,"Calle Don Vito - Pza de Istán, 11, local 2",29670,SAN PEDRO DE ALCANTARA,MALAGA,ANDALUCÍA,689925071,36.5154,-4.8858
clínica SAN ROQUE,A35064658,A,S,S,"Dolores de la Rocha, 5",35001,LAS PALMAS DE GRAN CANARIA ,LAS PALMAS DE GRAN CANARIA,CANARIAS,928012615/928404040,28.0997,-15.4134
clínica SAN SEVERIANO SL,B11431541,C2,N,N,"Avda. de la Ilustración, 6-1º",11007,CÁDIZ,CÁDIZ,ANDALUCÍA,956283652,36.5298,-6.2947
HOSPITAL SAN VICENTE,B81165011,B,N,N,"Calle de las Cerilleras, nº 7",28054,MADRID,MADRID,C. MADRID,916318212,40.3665,-3.7568
clínica SANISALUD S.L.,B93467868,C2,N,N,"LOPE DE RUEDA, 188",29190,MALAGA,MALAGA,ANDALUCÍA,951088938/695383297,36.7202,-4.4203
clínica SANJUAN COIN SL,B93461085,C2,N,N,"Avenida Reina Sofia, s/n",29100,Coin,MALAGA,ANDALUCÍA,951833733,36.6618,-4.7533
"CLÍNICA SANT JORDI, S.A.",A08923096,B,N,S,Plaça de l'Estació 12,08030,BARCELONA,BARCELONA,CATALUÑA,935047100,41.4327,2.2058
clínica SANTA CREU S.L.,B17494204,B,N,S,"Pere III ,41",17600,FIGUERES,GIRONA,CATALUÑA,972503650,42.2651,2.9618
HOSPITAL INTERNACIONAL HM SANTA ELENA,B88019005,A,S,S,SARDINERO S/N. URBANIZACIÓN LOS ÁLAMOS,29620,TORREMOLINOS,MALAGA,ANDALUCÍA,952386266,36.6215,-4.5042
"clínica SANTA ISABEL GRUPO HLA, S.A.U",A90286139,A,N,N,"C/ Luis Montoto, 100    
",41018,SEVILLA,SEVILLA,ANDALUCÍA,954919000,37.3847,-5.9788
"clínica SANTA MARIA DE LA ASUNCION, INVIZA, S.A.",A20220844,A,S,S,"Ctra.  Izaskun, 9",20400,TOLOSA,GUIPÚZCOA,PAÍS VASCO,943697000,43.13268,-2.0798
CLÍNICA SANTA MARIÑA,B32320418,C2,N,N,"C/ ROSALÍA DE CASTRO, 5 BAJO",32630,XINZO DE LIMIA,OURENSE,GALICIA,988550692,42.0635,-7.7246
clínica SANTA SUSANA SL ,B74193343,C2,N,N,"C/ Santa Susana, 6",33007,OVIEDO,ASTURIAS,ASTURIAS,985212730/985212424,43.3576,-5.8503
clínica SANTO DOMINGO DE LUGO S.L.,B27446996,C2,N,N,"Plaza Sto. Domingo, 24",27001,LUGO,LUGO,GALICIA,982105756,43.0114,-7.5571
clínica SANTOSOL,B86953494,C2,N,N,"Nuñez Morgado, 11",28036,MADRID,MADRID,C. MADRID,915466930,40.4634,-3.6835
clínica SANYTER S.L.SANYTER CENTRO MÉDICO CRISTINA SANCHEZ,B90378852,C2,N,N,"Santa María Magdalena 5, locales 2 y 3.",41700,DOS HERMANAS,SEVILLA,ANDALUCÍA,955339120/636190042,37.2829,-5.9209
clínica SANYTER SEVILLA,B90378852,C2,,,Avenida Emilio Lemos 19,41020,Sevilla,SEVILLA,ANDALUCIA,955 339 120,37.4005,-5.93
clínica SEARUS S.L.,B90263997,C2,N,N,"C/ Luis de Morales, 3 Local Izq.",41720,LOS PALACIOS Y VILLAFRANCA,SEVILLA,ANDALUCÍA,954166040,37.1618,-5.9243
"clínica SEPTEM, RUSADIRMEDIA",B52004009,C2,N,N,"Avda. Marina Española, 9",51001,CEUTA,CEUTA,CEUTA,"956103764/856 20 14 46
",35.8896,-5.3082
clínica SERMAN,A08169120,C2,,,"Pº de la Rosaleda, 40",11405,JEREZ DE LA FRONTERA,CÁDIZ,ANDALUCÍA,956301211/956185965,36.6865,-6.1361
CLÍNICA SPINAL  S.L. ,B87589651,C2,N,N,"Ferrocarril, 24 local",28045,MADRID ,MADRID,C. MADRID,915270408,40.3963,-3.6924
"clínica TECMA (TECMA SALUD, S.L.)",B97897912,C2,N,N,"AVDA. DRET DE REUNIO, 4 ",46600,ALZIRA,VALENCIA,C. VALENCIANA,962455892,39.1518,-0.4333
CLÍNICA TELLEZ,B79247144,C2,N,N,"Tellez, 18",28007,MADRID,MADRID,C. MADRID,914340565/914337176,40.4066,-3.6724
clínica TRAUMA SPORT SL,B53190849,C2,N,N,"GRAN VIA SIDI IFNI Nº 17, BJS",03014,ALICANTE,ALICANTE,C. VALENCIANA,965269109,38.3707,-0.4843
CLÍNICA TURIS S.L.,B97235014,C2,N,N,"Ramón y Cajal,6 bajo",46389,TURÍS,VALENCIA,C. VALENCIANA,962526256,39.3833,-0.7
CLÍNICA UME S.L.,B53416889,C2,N,N,"Plaza Calvo Sotelo, 1 bajo",03001,ALICANTE,ALICANTE,C. VALENCIANA,965218484,38.3447,-0.4865
clínica UNIVERSAL GESTION SANITARIA,B72175276,C2,N,N,Pasaje Universal s/n,11300,LA LÍNEA DE LA CONCEPCIÓN ,CÁDIZ,ANDALUCÍA,956095955/9561733282,36.1681,-5.3478
clínica VAPEBA S.L.  (clínica DEZA),B36580074,C1,N,N,"C , nº 10 Bajo",36500,LALIN,PONTEVEDRA,GALICIA,986784420,42.8561,-8.2748
clínica VEGA MEDIA S.L.,B73114654,C2,N,N,"Ricardo Cano, 10 bajo",30500,MOLINA DE SEGURA,MURCIA,REGIÓN DE MURCIA,968610010,38.0546,-1.2076
clínica VELLANDO,B02217040,C2,,,"C/ Imperial, 39",02006,Albacete ,Albacete ,CASTILLA LA MANCHA,967222641,38.9898,-1.8715
clínica VIASALUD,B97235014,C2,N,N,"GRAN VIA DE FERNANDO EL CATÓLICO 28,BJO IZD ",46008,VALENCIA ,VALENCIA ,C. VALENCIANA,963203305,39.4698,-0.3774
clínica VIDA ,A38047833,B,S,S,"Magnolias, 2 Urb. San Miguel La Orotava",38312,LA OROTAVA,TENERIFE,CANARIAS,922330550,28.370800000000003,-16.53726
"clínica VISTAHERMOSA GRUPO HLA,  S.L.U",B54933270,A,S,S,"Avda. de Denia, 103 
",03015,ALICANTE,ALICANTE,C. VALENCIANA,965235035,38.3681,-0.4696
clínica VITALFISIO,J09542309,C2,N,N,C/ Bartolome Ordoñez 8-10 Bj,09006,BURGOS,BURGOS,CASTILLA LEÓN,947074620,42.3558,-3.6834
"clínica Vº DEL PILAR, S.L.",B03525565,C2,N,N,"Triana, 14",03190,PILAR DE LA HORADADA,ALICANTE,C. VALENCIANA,966766160,37.8659,-0.7926
clínica XALUS ,B93148211,C2,N,S,"C/ JALÓN, 32",29004,MALAGA,MALAGA,ANDALUCÍA,952174550,36.7202,-4.4203
clínica ZENTRIS DOS HERMANAS S.L.,B75321273,C2,N,N,"AVDA. DE ESPAÑA, 112 LOCAL 1",41709,DOS HERMANAS,SEVILLA,ANDALUCÍA,955339798/647824024,,
clínicaS CENTER (clínica CENTER MCA SL),B73698953,C,N,N,"CALLE ESCUELAS PÍAS, 22",30510,YECLA,MURCIA,MURCIA,868108807,38.6125,-1.1167
"clínicaS DE REHABILITACION MÉDICA, S.L ",B81784779,C2,N,N,"Guzman el bueno, 13-Edf. Britania",28003,MADRID,MADRID,C. MADRID,915336700,40.4423,-3.7046
CLINIMUR S.L,B30531461,C2,N,N,"CALLE GRECO Nº2, BAJO",30001,MURCIA,MURCIA,REGIÓN DE MURCIA,968200485,37.987,-1.13
CM Nt. Sra. Consolacion,B90295692,C2,N,N,Plaza Trianilla 1,04171,UTRERA,SEVILLA,ANDALUCÍA,954862375,,
CME-FISIOASISTENCIA ALICANTE ,B03259405,     C2,N,N,"Avda. Salamanca, 8",03003,ALICANTE,ALICANTE,C. VALENCIANA,965125501,38.3417,-0.4908
CMOR CENTRO DE MEDICINA ORTOPÉDICA Y REHABILITACIÓN S.L.,B90084930,C2,N,N,"Avda. Juan Antonio Cavestany, 2 local",41018,SEVILLA,SEVILLA,ANDALUCÍA,954537172,37.3847,-5.9788
CONGAR REHABILITACION,B84955756,C2,N,N,C/ SANGENJO 34,28034,MADRID,MADRID,C. MADRID,606641222,40.4931,-3.6956
CONSORCI HOSPITALARI DE VIC,Q5856102H,A,S,S,"Francesc Pla ""El Viagatà"" num. 1",08500,VIC,BARCELONA,CATALUÑA,937 027 777- 937 027 704-937 027 779,41.939,2.2454
CONSORCI SANITARI DE L’ANOIA,Q0807091J ,A,S,S,"Avda. Catalunya, 11",08700,IGUALADA,BARCELONA,CATALUÑA,938075642/938075541,41.5833,1.6191
CONSORCI SANITARI DE L'ALT PENEDÈS - HOSPITAL COMARCAL DE L'ALT PENEDÈS,Q5856380J,A,N,S,Av.Espirall s/n,08720,VILAFRANCA DEL PENEDÈS,BARCELONA,CATALUÑA,938 180 440                   938 194 009 ,41.35,1.7
CONSORCI SANITARI DE TERRASSA - Hospital de Terrassa,Q5856145G, A,S,S,"Ctra. Torrebonica, s/n",08227,TERRASSA,BARCELONA,CATALUÑA,937 310 007,41.5684,2.0271
CONSORCI SANITARI DE TERRASSA - Hospital Sant Llàtzer,Q5856145G,C1,N,N,Pça Dr. Robert nº1,08221,Terrassa,Barcelona,CATALUNYA,937 003 600,41.5635,2.0127
CONSORCI SANITARI INTEGRAL - HOSPITAL DE SANT JOAN DESPI MOISÈS BROGGI,Q5856254G,A,S,S,"Carrer de Jacint Verdaguer, 90",08970,SANT JOAN DESPÍ,BARCELONA,CATALUÑA,936 579 936 ,41.3667,2.0667
"CONSULTES MÈDIQUES JUANEDA INCA (SERVICIOS INTEGRALES DE SANIDAD, S.L.)",B57074510,C2,N,N,"Gran Vía Colón, 48",07300,INCA ,MALLORCA,ILLES BALEARS,971 50 77 77,39.7204,2.9094
CONSULTORI MEDIC CREU BLAVA,B66980152,C2,NO,NO,JOAN MARAGALL 4,08380,MALGRAT DE MAR,BARCELONA,CATALUNYA,607929238/937654647,41.6466,2.7413
CONSULTORIO FISIOTERAPIA MANUEL SIMANCAS,05916279N,C2,N,N,"Cuadro, 15",13500,PUERTOLLANO,CIUDAD REAL,CASTILLA LA MANCHA,926432582,38.688,-4.107
"CORBOR, S.L.",B28564516,C2,N,N,"Velasco, 19",28902,GETAFE,MADRID,C. MADRID,916953763,40.3112,-3.7292
"CORNELLA CENTRO DE TRUMATOLOGIA Y REHABILITACIÓN, SLP",B58127044,C2,N,N,"Avda. del Parque, 18-20",08940,CORNELLÁ DE LLOBREGAT,BARCELONA,CATALUÑA,933754253,41.35,2.0833
CORPORACIÓ SALUT MARESME LA SELVA - CAP DR. F.BENITO -RIERAL,G62743125,C2,,,"Av Vidreres, 179-181",17310,LLORET DE MAR,GIRONA,CATALUÑA,93 769.02.01   ,41.6999,2.8456
CORPORACIÓ SALUT MARESME LA SELVA - CAP LLORET DE MAR,G62743125,C2,,,"C. Girona,  8-10",17310,LLORET DE MAR,GIRONA,CATALUÑA,93 769.02.01   ,41.6999,2.8456
CORPORACIÓ SALUT MARESME LA SELVA - CAP MALGRAT DE MAR,G62743125,C2,,,Av Costa Brava s/n,08380,MALGRAT DE MAR,BARCELONA,CATALUÑA,93 769.02.01   ,41.6466,2.7413
CORPORACIÓ SALUT MARESME LA SELVA - CAP PALAFOLLS,G62743125,C2,,,C. Sindicat s/n,08389,PALAFOLLS,BARCELONA,CATALUÑA,93 769.02.01   ,41.65485,2.7321
CORPORACIÓ SALUT MARESME LA SELVA - CAP TOSSA DE MAR,G62743125,C2,,,"Av Catalunya, s/n",17320,TOSSA DE MAR,GIRONA,CATALUÑA,93 769.02.01   ,41.7167,2.9333
CORPORACIÓ SANITARIA PARC TAULÍ SABADELL,Q5850005I,A,S,S,"Parc Taulí, s/n",08208,SABADELL,BARCELONA,CATALUÑA,937458401-25,41.5579,2.1037
COSTAS Y DIAZ CB,E36987105,C2,N,N,"Martinez Garrido, nº73 Bajo",36205,VIGO,PONTEVEDRA,GALICIA,886139235,42.2298,-8.7036
"CQM CLINIC MARESME,S.L",B62796388,B,N,N,Lepanto 13-21,08301,Mataró,BARCELONA,CATALUÑA,937418800,41.5421,2.4445
"CROSECON, S.A",A28326189,C2,N,N,"Camino de los vinateros, 108",28030,MADRID,MADRID,C. MADRID,914395371,40.405,-3.6446
CRR S.L.P.,B08693657,C2,N,N,"Passeig, 24 local",08211,Castellar del Vallès,BARCELONA,CATALUÑA,937145800,41.6167,2.075
CRT 1949 GESTION SL,B61379632,C2,N,N,"C/BORRELL, 35-37",08015,BARCELONA,BARCELONA,CATALUÑA,934255354,41.379,2.1552
CUAP CASTELLDEFELS,Q0801353D,C2,N,N,"Guillermo Marconi, s/n",08860,CASTELLDEFELS,BARCELONA,CATALUÑA,935 547 806,41.242325,1.843425
CUBIELLA FISIO ,75792587C,C2,NO,NO,Plaza Compañía 13,11403,JEREZ DE LA FRONTERA,CADIZ,ANDALUCÍA,956 33 54 12/686505206 - 652816687,36.6865,-6.1361
D2 CENTRE DE FISIOTERAPIA SCP,J64429541,C2,N,N,"Anna Mogas,138",08415,BIGUES I RIELLS,BARCELONA,CATALUÑA,938656393,41.6833,2.2333
DAVIDA ALCAZAR DE SAN JUAN,B82011115,C2,N,N,"Menor, 1",13600,ALCÁZAR DE SAN JUAN ,CIUDAD REAL,CASTILLA LA MANCHA,926588381,39.3901,-3.2083
"DELTAMEDIC LA RAPITA (DELTAPREVEN, S.L.)",B97957930,C2,N,N,"PLAÇA DEL  CÓC, 3",43540,SANT CARLES DE LA RÁPITA,TARRAGONA,CATALUÑA,977741958,40.6167,0.6
"DENSAR, S.A.U. (CENTRO MÉDICO CATALUNYA)",A08938144,C2,N,N,"Avda. Francesc Macià, 9",08921,SANTA COLOMA DE GRAMENET,BARCELONA,CATALUÑA,933864000,41.4515,2.2081
DEUX CLÍNICA MÉDICA S.L.,B11432358,C2,N,N,"Urb. Los Sauces, Bloque 4-local 6 ",11202,ALGECIRAS,CÁDIZ,ANDALUCÍA,956668014,36.1371,-5.4516
"DEYRE REHABILITACION, S.L.",B31851397,C2,N,N,"Pedro I,7 bajo trasera",31007,PAMPLONA,NAVARRA,NAVARRA,948265360,42.8066,-1.6515
DRN HEALTH S.L. CLÍNICA DEL RIO,B92195486,C2,N,N,"Avda Marqués del Duero, 76",29670,SAN PEDRO DE ALCANTARA,MALAGA,ANDALUCÍA,952780135,36.5154,-4.8858
EBRECLINIC SERVEIS MEDICS,B43878933,C2,N,N,"AV. CATALUNYA,26 PLANTA BAIXA",43500,TORTOSA,TARRAGONA,CATALUÑA,977448095,40.81125,0.5220499999999999
EDP SALUT SANT JOAN DE REUS - BAIX CAMP (HOSPITAL DE SANT JOAN DE REUS),Q4300351F,A,S,S,"Av. Dr. Josep Laporte, 2",43204,REUS,TARRAGONA,CATALUÑA,977 010 300,41.1529,1.1161
EDP SALUT TERRES DE L'EBRE (HOSPITAL COMARCAL MÓRA D'EBRE),Q4300352D,B,N,S,"Benet Messeguer, s/n",43740,MÓRA D'EBRE,TARRAGONA,CATALUÑA,977 044 831,41.0833,0.6333
"EIRE/EFIRE, SL",B58482415,C2,N,N,"Sant Ignasi de Loiola, 106 Local A",08912,BADALONA,BARCELONA,CATALUÑA,933887051,41.4451,2.2412
EmSALUD RIVAS,B81725541,C2,N,N,C/ MIRADOR S/N (POLIDEPORTIVO PARQUE DEL SURESTE),28529,RIVAS-VACIAMADRID,MADRID,MADRID,918706840,40.2774,-3.2775
ENFASIS 21 S.L.,B14551865,C2,N,N,"Miguel Cruz Cuenca, 6 bajo",14900,LUCENA,CORDOBA,ANDALUCÍA,957516999/957502739,37.40737777777778,-4.4862
ENRIQUE SIERRA FISIOTERAPIA SLP,B50953934,C2,,,"c/ Rodrigo Rebolledo 4, Local",50002,ZARAGOZA,ZARAGOZA,ARAGON,976591876,41.6486,-0.8668
EQUIPAMIENTO PARA LA SALUD S.L.,B90019910,C2,N,N,"Isaac Peral 25, 2ª Plta",41800,SANLUCAR LA MAYOR,SEVILLA,ANDALUCÍA,955700287,37.3871,-6.2011
ESMA SPARREGUERA SERVICIOS MÉDICOS ASISTENCIALES S.L.,B64782857,C2,N,N,"Camí Fondo, 16",08760,MARTORELL ,BARCELONA,CATALUÑA,937740762,41.4771,1.9221
"ESPAI TERAPÈUTIC REHAB,SLP",B66012550,C2,NO,NO,"JOAN COROMINAS,7  1º 1ª",08221,TERRASSA,BARCELONA,CATALUNYA,937336403,41.5635,2.0127
ESSENTIA CENTRE MEDIC,B55237192,C2,NO,NO,PASSEIG VICENÇ BOU,17257,TORROELLA DE MONTGRI,GIRONA,CATALUNYA,B55237192,42.02525,3.10635
EUCLINIC S.L,B90382367,C2,,,Avenida Ciudad de Chiva s/n 1º Planta,41019,Sevilla,SEVILLA,ANDALUCIA,955 044 199/685 785 082,37.41,-5.9254
EUROKINES EXTREMADURA S.L.,B06301501,C2,N,N," Manuel Alfaro, 4, Bajo",06004,BADAJOZ,BADAJOZ,EXTREMADURA,924242903,38.8715,-6.9739
EV MEDICAL RIPOLLET,B60236866,C2,N,N,"Dels Afores,49-51",08291,RIPOLLET,BARCELONA,CATALUÑA,936915025,41.4975,2.1576
FELIPE GIL MORENO,07792292F,C2,N,N,"Larga 3, 2º izq",23740,ANDUJAR,JAEN,ANDALUCÍA,608375545,38.0392,-4.0508
FIDESALUD S.C.,B98442676,C2,N,N,Plz. Madre Soledad nº2 Local,11510,PUERTO REAL,CÁDIZ,ANDALUCÍA,956830569,36.52935,-6.18945
"FIGUERES SALUT, S.L",B55244594,C2,N,N,"Sant Llàtzer, 4",17600,Figueres,GIRONA,CATALUÑA,872550999,42.2651,2.9618
FIOS&CARRALEROS FISIOTERAPIA,J92815737,C2,N,N,"Vendeja, 13",29001,MÁLAGA,MÁLAGA,ANDALUCÍA,952219843,36.7202,-4.4203
FIRECU ALMANSA,B02255115,C2,N,N,"Hernán Cortés, 36 Bj",02004,ALMANSA,ALBACETE,CASTILLA LA MANCHA,96731056,38.9933,-1.8653
FISAT  (anterior FISIOFOCUS TRAFIC),B 66922618,C2,N,N,"BRUCH, 151",08037,BARCELONA,BARCELONA,CATALUÑA,619198821,41.3998,2.1651
FT SALUD SLP,B56158678,C2,N,N,C/ SAN ANTONIO 46 BAJO LOCAL 2,03130,SANTA POLA,ALICANTE,C. VALENCIANA,628077605,38.1935,-0.5646
FISIO BLANES,52274479X,C2,N,N,"Rambla Joaquim Ruyra,38",17300,BLANES,GIRONA,CATALUÑA,972337205,41.6767,2.788
FISIO ISPAL SC,J90447772,C2,,,c/ Arcos 15 Local Bajo,41011, SEVILLA, SEVILLA,ANDALUCÍA,6184335580/ 954951702,37.3744,-6.0008
FISIOASISTENCIA ALMORADI,B03259405,C2,N,N,TOMAS CAPDEON 28,03160,ALMORADI,ALICANTE,C. VALENCIANA,965125501,38.1088,-0.792
FISIOASISTENCIA ELCHE,B03259405,     C2,N,N," Doctor Caro, 40 ",03201,ELCHE,ALICANTE,C. VALENCIANA,"965,12,55,01",38.2622,-0.7011
FISIOASISTENCIA ELDA,B03259405,     C2,N,N,"Magallanes, 23 bajo",03600,ELDA,ALICANTE,C. VALENCIANA,"965,12,55,01",38.40332222222222,-0.7834833333333333
FISIOASISTENCIA IBI,B03259405,C2,N,N,"(ANTES: C/Alicante,24- BAJO) (AHORA: AVDA JUAN CARLOS I Nº 22)",03440,IBI,ALICANTE,C. VALENCIANA,"965,12,55,01",38.6227,-0.5754
FISIOASISTENCIA SAN VICENTE DEL RASPEIG,B03259405,C2,N,N,"AV.DE LA LIBERTAD,22-ENTRLO",03690,SAN VICENTEDEL RASPEIG,ALICANTE,C. VALENCIANA,"965,12,55,01",38.3964,-0.5255
FISIOBURGOCENTRO LAS ROZAS,B85853323,C2,N,N,"Comunidad de Madrid,37 burgocentro II local 33-34C",28231,LAS ROZAS,MADRID,C. MADRID,916360324,40.4929,-3.8737
"FISIOBURGOCENTRO,S.L.",B83975730,C2,N,N,"PASEO DE LAS ACACIAS, 39",28005,MADRID,MADRID,C. MADRID,915932678,40.4081,-3.7107
FISIOCAM,40983309T,C2,N,N,"C/ CINCA, 78-80",08030,BARCELONA,BARCELONA,CATALUÑA,931655844/938796617,41.4327,2.2058
FISIOCASA,B87300489,C2,S,N,PASEO DE LA ERMITA DEL SANTO 40 LC dcho,28011,MADRID,MADRID,C. MADRID,916106308/911154397 / 677379968,40.4087,-3.7361
FISIOCEN- CENTRO DE FISIOTERAPIA Y RECUPERACION FUNCIONAL,34783805P,C2,N,N,"AVENIDA DE MURCIA 30, BAJO 2",30110,CABEZO DE TORRES,MURCIA,REGIÓN DE MURCIA,968859268,38.01308,-1.1196
FISIOCEN JEREZ,J11919073,C2,N,N,C/ Velazquez 20,11407,JEREZ DE LA FRONTERA,CADIZ,ANDALUCÍA,956181651,36.6865,-6.1361
FISIOCENTER,74642520E  ,     C2,N,N,"Plaza del Teatro, s/n bajo",18690,ALMUÑECAR,GRANADA,ANDALUCÍA,958635493,36.7375,-3.68075
FISIOCEU,B51018562,C2,N,N,"Millan Astray, 12 bajo",00nan,CEUTA,CEUTA,CEUTA,956519487,,
FISIOCOS S.L. SANT CUGAT,B63522593,C2,N,N,"C/GIRONA, 15-17 BAIXOS",08172,SANT CUGAT DEL VALLÈS,BARCELONA,CATALUÑA,936746361,41.4667,2.0833
"FISIOCOS, S.L. CERDANYOLA",B63522593,C2,N,N,"Sant Ramón, 135 bajos",08290,CERDANYOLA DEL VALLES,BARCELONA,CATALUÑA,935809058,41.4911,2.1408
FISIOLORA,28793390N,C2,NO,NO,C/ SAN FERNANDO 18,41440,LORA DEL RIO,SEVILLA,ANDALUCIA,667451989,37.67151666666667,-5.508166666666667
FISIOMED,B91321745,C2,N,N,"Calle León XIII, 1",41009,Sevilla,Sevilla ,Andalucía,954 357 087,37.4071,-5.9842
FISIOMED 2001,B84605740,C2,N,N,"Carmen, 4 1º ab",28931,MÓSTOLES,MADRID,C. MADRID,916640579,40.3223,-3.865
"FISIOMED CENTRE MÉDIC ASSISTENCIAL S.L. (Previsalud La Vall, S.L.)",B97389480 ,C2,N,N,"Plaça Músic Vicent Rodríguez, 2",46870,ONTENIENTE,VALENCIA,C. VALENCIANA,962910551,38.8223,-0.607
"FISIOMED, SL",B59582197,C2,N,N,"Plaça Catalunya, 8 baixos",08740,SANT ANDREU DE LA BARCA,BARCELONA,CATALUÑA,936532261,41.4466,1.9719
FISIOMEDIC GIRONA GROUP 2013 S.L.P. ,B55170062,C2,N,N,"Avda. Lluis Pericot, 49-51 Bx",17003,GIRONA ,GIRONA,CATALUÑA,972214741 / 601 122 346,41.963,2.8331
